url_length,domain_length,path_length,subdomain_length,num_dots,num_hyphens,num_underscores,num_at_symbols,num_question_marks,num_equals,num_slashes,num_percent,num_digits_in_domain,has_ip_address,has_https,num_subdomains,has_suspicious_tld,is_shortened_url,has_port,has_brand_in_subdomain,has_brand_in_path,entropy,digit_ratio,special_char_ratio,label
28,9,0,6,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.7255,0.0,0.21428571428571427,0
61,8,34,7,2,1,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,2.75,0.08196721311475409,0.14754098360655737,1
34,14,13,0,3,0,0,0,0,0,4,0,11,1,0,0,0,0,0,0,0,2.6456,0.3235294117647059,0.23529411764705882,1
68,15,46,0,6,0,1,0,0,0,6,0,12,1,0,0,0,0,0,0,1,2.8729,0.19117647058823528,0.20588235294117646,1
90,14,69,0,3,2,0,0,0,0,5,0,11,1,0,0,0,0,0,0,1,2.6456,0.4222222222222222,0.13333333333333333,1
20,5,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.3219,0.0,0.25,0
93,15,71,0,4,2,0,0,0,0,7,0,12,1,0,0,0,0,0,0,0,2.6892,0.3763440860215054,0.15053763440860216,1
35,7,0,15,4,1,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.5216,0.0,0.22857142857142856,0
44,8,17,7,2,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,2.75,0.25,0.1590909090909091,1
51,14,30,0,4,0,0,0,0,0,6,0,11,1,0,0,0,0,0,0,0,2.5567,0.21568627450980393,0.21568627450980393,1
33,7,0,13,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,2.1281,0.0,0.21212121212121213,0
24,4,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.0,0.0,0.25,0
140,8,113,7,5,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,2.75,0.17142857142857143,0.11428571428571428,1
38,10,0,15,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.9219,0.0,0.18421052631578946,0
145,6,113,12,5,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,2.2516,0.1724137931034483,0.06206896551724138,1
40,6,0,21,5,1,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,2.2516,0.0,0.225,0
87,8,60,7,2,1,1,0,0,0,7,0,0,0,0,1,0,1,0,0,1,2.75,0.09195402298850575,0.13793103448275862,1
62,15,40,0,4,0,0,0,0,0,6,0,12,1,0,0,0,0,0,0,0,2.8729,0.1935483870967742,0.1935483870967742,1
68,12,49,0,5,0,0,0,0,0,7,0,9,1,0,0,0,0,0,0,1,2.3962,0.1323529411764706,0.19117647058823528,1
39,12,20,0,4,0,0,0,0,0,5,0,9,1,0,0,0,0,0,0,1,2.8554,0.23076923076923078,0.2564102564102564,1
53,14,32,0,4,0,0,0,0,0,6,0,11,1,0,0,0,0,0,0,1,3.182,0.2830188679245283,0.20754716981132076,1
130,14,66,0,3,0,0,0,2,3,9,0,11,1,0,0,0,0,0,0,1,3.182,0.25384615384615383,0.15384615384615385,1
31,11,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.0958,0.0,0.1935483870967742,0
85,14,64,0,4,0,0,0,0,0,7,0,11,1,0,0,0,0,0,0,0,2.6456,0.4117647058823529,0.1411764705882353,1
27,7,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.2359,0.0,0.2222222222222222,0
80,14,59,0,3,0,0,0,0,0,6,0,11,1,0,0,0,0,0,0,0,2.6456,0.4,0.125,1
30,14,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3.3249,0.0,0.16666666666666666,0
85,14,64,0,4,2,0,0,0,0,8,0,11,1,0,0,0,0,0,0,1,2.6456,0.12941176470588237,0.17647058823529413,1
32,2,0,17,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0.0,0.0,0.21875,0
65,14,44,0,3,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,0,2.8424,0.5538461538461539,0.13846153846153847,1
84,14,63,0,4,0,0,0,0,0,7,0,11,1,0,0,0,0,0,0,0,2.8424,0.36904761904761907,0.14285714285714285,1
160,14,38,0,4,0,3,0,1,4,7,0,11,1,0,0,0,0,0,0,1,2.6106,0.30625,0.1625,1
29,8,0,8,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.75,0.0,0.20689655172413793,0
26,10,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.9219,0.0,0.19230769230769232,0
184,13,27,11,5,0,1,0,2,2,7,2,0,0,0,1,0,0,0,0,0,3.1808,0.15760869565217392,0.11413043478260869,1
57,7,24,14,3,4,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2.5216,0.19298245614035087,0.21052631578947367,1
54,5,0,36,5,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,2.3219,0.037037037037037035,0.14814814814814814,0
34,14,1,0,3,0,0,0,1,1,3,0,11,1,0,0,0,0,0,0,0,2.6106,0.3235294117647059,0.2647058823529412,1
22,7,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.8074,0.0,0.22727272727272727,0
44,12,0,20,3,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.2516,0.045454545454545456,0.18181818181818182,0
90,13,70,0,4,0,0,0,0,0,6,0,10,1,0,0,0,0,0,0,0,2.8151,0.3333333333333333,0.12222222222222222,1
27,12,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3.0221,0.0,0.18518518518518517,0
64,31,23,0,2,0,2,0,0,0,3,0,31,0,0,0,1,0,0,0,1,2.8662,0.484375,0.125,1
68,15,30,0,4,1,0,0,1,3,5,0,12,1,0,0,0,0,0,0,0,2.5559,0.17647058823529413,0.25,1
91,13,71,0,4,2,0,0,0,0,7,0,10,1,0,0,0,0,0,0,0,2.7193,0.3076923076923077,0.15384615384615385,1
36,15,14,0,4,0,1,0,0,0,3,0,12,1,0,0,0,0,0,0,1,2.4159,0.3333333333333333,0.25,1
35,7,0,15,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.8074,0.0,0.2,0
66,12,47,0,3,0,0,0,0,0,5,0,9,1,0,0,0,0,0,0,1,2.4591,0.4393939393939394,0.13636363636363635,1
39,9,0,17,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.9477,0.0,0.1794871794871795,0
26,5,0,7,3,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,1.9219,0.0,0.23076923076923078,0
89,12,48,0,6,1,0,0,1,2,6,0,9,1,0,0,0,0,0,0,0,2.8554,0.2247191011235955,0.20224719101123595,1
22,6,0,3,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.585,0.0,0.2727272727272727,0
81,13,61,0,4,0,0,0,0,0,6,0,10,1,0,0,0,0,0,0,1,2.4493,0.37037037037037035,0.13580246913580246,1
31,5,0,13,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1.9219,0.0,0.22580645161290322,0
63,13,43,0,6,0,0,0,0,0,6,0,10,1,0,0,0,0,0,0,1,2.5654,0.15873015873015872,0.20634920634920634,1
28,12,0,3,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,3.2516,0.0,0.21428571428571427,0
54,15,32,0,3,0,0,0,0,0,5,0,12,1,0,0,0,0,0,0,0,2.6892,0.25925925925925924,0.16666666666666666,1
51,15,29,0,4,0,0,0,0,0,6,0,12,1,0,0,0,0,0,0,1,2.6062,0.23529411764705882,0.21568627450980393,1
57,12,38,0,4,2,0,0,0,0,6,0,9,1,0,0,0,0,0,0,1,2.4591,0.17543859649122806,0.22807017543859648,1
46,12,0,21,3,4,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.2516,0.08695652173913043,0.21739130434782608,0
22,6,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.2516,0.0,0.22727272727272727,0
33,14,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.3249,0.0,0.18181818181818182,0
43,13,0,17,5,0,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,3.3927,0.023255813953488372,0.18604651162790697,0
50,9,0,28,4,4,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,2.9477,0.08,0.22,0
65,15,43,0,3,0,0,0,0,0,5,0,12,1,0,0,0,0,0,0,1,2.8159,0.47692307692307695,0.13846153846153847,1
52,15,30,0,4,0,0,0,0,0,5,0,12,1,0,0,0,0,0,0,1,2.6892,0.23076923076923078,0.19230769230769232,1
42,15,20,0,4,0,0,0,0,0,5,0,12,1,0,0,0,0,0,0,1,2.4729,0.2857142857142857,0.23809523809523808,1
31,4,0,14,3,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,2.0,0.03225806451612903,0.1935483870967742,0
24,6,0,5,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.2516,0.0,0.25,0
45,10,0,22,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.9219,0.0,0.13333333333333333,0
23,4,0,6,3,0,0,0,0,0,2,0,1,0,1,2,0,0,0,0,0,2.0,0.043478260869565216,0.2608695652173913,0
59,26,23,0,2,0,2,0,0,0,3,0,26,0,0,0,1,0,0,0,1,2.0038,0.4406779661016949,0.13559322033898305,1
37,15,0,9,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,3.3232,0.0,0.16216216216216217,0
128,11,110,0,4,1,0,0,0,0,7,0,8,1,0,0,0,0,0,0,0,2.6635,0.140625,0.1015625,1
33,9,0,11,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.5033,0.0,0.18181818181818182,0
26,6,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.2516,0.0,0.23076923076923078,0
68,14,47,0,3,0,0,0,0,0,6,0,11,1,0,0,0,0,0,0,0,2.8424,0.4852941176470588,0.14705882352941177,1
97,14,76,0,4,0,0,0,0,0,8,1,11,1,0,0,0,0,0,0,0,2.5567,0.36082474226804123,0.14432989690721648,1
51,6,0,32,5,1,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,2.2516,0.0,0.17647058823529413,0
25,6,0,6,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.2516,0.0,0.24,0
35,14,14,0,3,0,0,0,0,0,6,0,11,1,0,0,0,0,0,0,0,2.6106,0.4,0.2857142857142857,1
32,6,0,13,4,1,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.2516,0.03125,0.25,0
21,5,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.3219,0.0,0.23809523809523808,0
296,12,19,0,4,0,0,0,1,1,3,0,9,1,0,0,0,0,0,0,0,2.8554,0.17567567567567569,0.033783783783783786,1
68,13,48,0,3,0,0,0,0,0,5,0,10,1,0,0,0,0,0,0,0,2.8731,0.4117647058823529,0.1323529411764706,1
38,8,0,17,3,0,0,0,0,0,2,0,0,0,1,2,0,1,0,0,0,2.75,0.0,0.15789473684210525,0
51,14,30,0,4,0,0,0,0,0,6,0,11,1,0,0,0,0,0,0,1,2.9852,0.29411764705882354,0.21568627450980393,1
29,7,0,10,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.8074,0.0,0.20689655172413793,0
58,25,23,0,2,0,2,0,0,0,3,0,25,0,0,0,1,0,0,0,1,1.8393,0.43103448275862066,0.13793103448275862,1
149,14,4,0,3,0,3,0,2,5,7,0,11,1,0,0,0,0,0,0,0,3.0391,0.26174496644295303,0.174496644295302,1
94,3,39,22,6,0,0,0,1,1,5,0,0,0,0,5,0,0,0,0,0,1.585,0.2127659574468085,0.14893617021276595,1
30,8,0,9,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.5,0.0,0.2,0
131,8,104,7,5,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,2.75,0.21374045801526717,0.06870229007633588,1
24,6,0,5,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.585,0.0,0.25,0
24,3,0,8,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1.585,0.0,0.25,0
95,8,54,22,8,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,2.75,0.2736842105263158,0.15789473684210525,1
86,14,65,0,4,0,0,0,0,0,7,0,11,1,0,0,0,0,0,0,0,2.7534,0.3488372093023256,0.13953488372093023,1
29,13,9,0,3,0,0,0,0,0,3,0,10,1,0,0,0,0,0,0,0,2.8151,0.3448275862068966,0.2413793103448276,1
95,3,40,22,6,0,0,0,1,1,6,0,0,0,0,5,0,0,0,0,0,1.585,0.15789473684210525,0.15789473684210525,1
38,4,0,21,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.0,0.0,0.18421052631578946,0
56,14,35,0,4,0,0,0,0,0,6,0,11,1,0,0,0,0,0,0,0,2.6106,0.19642857142857142,0.19642857142857142,1
36,6,0,17,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.585,0.0,0.19444444444444445,0
48,14,27,0,3,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,0,2.8424,0.2916666666666667,0.1875,1
107,8,80,7,3,1,0,0,0,0,10,0,0,0,0,1,0,1,0,0,1,2.75,0.14953271028037382,0.14018691588785046,1
27,7,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.5216,0.0,0.2222222222222222,0
40,14,0,13,3,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.182,0.0,0.2,0
30,10,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.1219,0.0,0.2,0
34,17,6,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,3.6169,0.058823529411764705,0.14705882352941177,1
20,5,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1.9219,0.0,0.25,0
70,19,33,6,2,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,3.2158,0.07142857142857142,0.1,1
41,20,0,8,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.4087,0.0,0.14634146341463414,0
35,10,14,0,1,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,2.9219,0.11428571428571428,0.17142857142857143,1
38,9,0,16,3,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.7255,0.07894736842105263,0.21052631578947367,0
23,7,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.8074,0.0,0.21739130434782608,0
145,8,118,7,5,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,2.75,0.16551724137931034,0.1103448275862069,1
45,7,0,25,4,2,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.5216,0.0,0.2,0
38,11,0,14,4,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,3.0958,0.07894736842105263,0.18421052631578946,0
23,4,0,3,3,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1.5,0.0,0.2608695652173913,0
93,14,72,0,6,1,0,0,0,0,8,0,11,1,0,0,0,0,0,0,1,2.7885,0.12903225806451613,0.17204301075268819,1
43,7,16,8,3,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2.5216,0.20930232558139536,0.18604651162790697,1
65,14,44,0,3,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,0,2.9852,0.46153846153846156,0.13846153846153847,1
27,7,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.5216,0.0,0.2222222222222222,0
23,7,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.5216,0.0,0.21739130434782608,0
57,15,35,0,4,0,0,0,0,0,6,0,12,1,0,0,0,0,0,0,0,2.4729,0.21052631578947367,0.19298245614035087,1
23,7,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,2.8074,0.0,0.21739130434782608,0
38,9,0,16,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.9477,0.0,0.18421052631578946,0
46,20,0,13,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.6464,0.0,0.15217391304347827,0
42,11,0,18,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,1,0,3.0958,0.0,0.16666666666666666,0
123,8,96,7,4,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,2.75,0.1951219512195122,0.10569105691056911,1
32,6,0,13,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1.9183,0.0,0.1875,0
70,14,12,0,3,1,1,0,1,1,3,0,14,0,0,0,0,0,0,0,0,2.5216,0.22857142857142856,0.15714285714285714,1
140,8,113,7,5,0,1,0,0,0,9,0,0,0,0,1,0,1,0,0,0,2.75,0.16428571428571428,0.11428571428571428,1
243,8,215,8,2,1,1,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2.75,0.15637860082304528,0.037037037037037035,1
34,6,0,15,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.2516,0.0,0.17647058823529413,0
69,36,23,0,2,0,2,0,0,0,3,0,36,0,0,0,1,0,0,0,1,1.8682,0.5217391304347826,0.11594202898550725,1
89,12,48,0,4,1,2,0,1,2,6,0,9,1,0,0,0,0,0,0,0,2.8554,0.2247191011235955,0.20224719101123595,1
101,18,72,0,4,2,0,0,0,0,8,0,5,0,0,0,0,0,0,0,1,3.9477,0.0594059405940594,0.1485148514851485,1
48,12,0,23,4,1,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,3.2516,0.0,0.16666666666666666,0
39,8,0,18,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.75,0.0,0.1794871794871795,0
40,9,0,18,3,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.7255,0.0,0.2,0
554,12,10,0,24,0,21,1,1,9,4,0,9,1,0,0,0,0,0,0,0,2.8554,0.09747292418772563,0.17689530685920576,1
93,13,58,0,5,0,0,0,1,1,6,0,10,1,0,0,0,0,0,0,0,2.6612,0.11827956989247312,0.15053763440860216,1
27,5,0,10,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.3219,0.0,0.2222222222222222,0
45,11,0,21,3,4,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.5949,0.022222222222222223,0.2222222222222222,0
30,10,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.1219,0.0,0.2,0
90,8,63,7,2,1,0,0,0,0,8,0,0,0,0,1,0,1,0,0,1,2.75,0.13333333333333333,0.13333333333333333,1
46,6,21,8,2,2,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2.585,0.06521739130434782,0.1956521739130435,1
91,14,70,0,4,2,0,0,0,0,7,0,11,1,0,0,0,0,0,0,1,2.7534,0.32967032967032966,0.15384615384615385,1
27,6,0,8,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1.7925,0.037037037037037035,0.2222222222222222,0
42,14,21,0,4,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,0,2.3527,0.2619047619047619,0.23809523809523808,1
21,5,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1.9219,0.0,0.23809523809523808,0
30,7,0,10,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.8074,0.0,0.2,0
38,15,16,0,3,0,0,0,0,0,5,0,12,1,0,0,0,0,0,0,0,3.0062,0.3157894736842105,0.23684210526315788,1
28,10,0,5,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.6464,0.0,0.21428571428571427,0
66,9,24,18,3,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,1,2.9477,0.3181818181818182,0.13636363636363635,1
26,6,0,7,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1.9183,0.0,0.23076923076923078,0
28,7,0,8,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.1281,0.0,0.21428571428571427,0
210,13,169,16,3,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,3.2389,0.14285714285714285,0.05238095238095238,1
37,4,0,20,3,2,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,1.5,0.0,0.21621621621621623,0
91,14,70,0,4,2,0,0,0,0,7,0,11,1,0,0,0,0,0,0,0,2.8963,0.3516483516483517,0.15384615384615385,1
63,30,23,0,2,0,2,0,0,0,3,0,30,0,0,0,1,0,0,0,1,1.6323,0.47619047619047616,0.12698412698412698,1
24,8,0,3,2,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,3.0,0.041666666666666664,0.20833333333333334,0
46,14,25,0,4,0,0,0,0,0,5,0,11,1,0,0,0,0,0,0,1,2.7534,0.2391304347826087,0.21739130434782608,1
50,11,28,0,2,1,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,3.2776,0.04,0.2,1
39,12,20,0,4,0,0,0,0,0,5,0,9,1,0,0,0,0,0,0,1,2.6887,0.23076923076923078,0.2564102564102564,1
29,8,0,9,3,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.0,0.034482758620689655,0.20689655172413793,0
40,14,19,0,3,1,0,0,0,0,4,0,11,1,0,0,0,0,0,0,0,2.6456,0.275,0.225,1
224,12,103,0,4,1,1,0,1,2,11,0,9,1,0,0,0,0,0,0,1,2.6887,0.38839285714285715,0.10267857142857142,1
54,15,32,0,4,1,0,0,0,0,5,0,12,1,0,0,0,0,0,0,0,2.6062,0.2222222222222222,0.2037037037037037,1
69,12,50,0,3,0,0,0,0,0,5,0,9,1,0,0,0,0,0,0,1,2.4591,0.43478260869565216,0.13043478260869565,1
31,13,11,0,3,0,0,0,0,0,4,0,10,1,0,0,0,0,0,0,0,2.4116,0.3225806451612903,0.25806451612903225,1
21,5,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,1.9219,0.0,0.23809523809523808,0
48,4,0,28,5,1,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1.5,0.0,0.1875,0
61,8,34,7,2,1,0,0,0,0,5,0,0,0,0,1,0,1,0,0,0,2.75,0.06557377049180328,0.14754098360655737,1
43,15,21,0,3,0,0,0,0,0,5,0,12,1,0,0,0,0,0,0,1,2.6062,0.32558139534883723,0.20930232558139536,1
29,6,0,10,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,1.9183,0.0,0.2413793103448276,0
90,8,63,7,2,1,0,0,0,0,8,0,0,0,0,1,0,1,0,0,1,2.75,0.14444444444444443,0.13333333333333333,1
30,8,0,9,3,1,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,2.75,0.0,0.23333333333333334,0
90,8,63,7,2,1,0,0,0,0,8,0,0,0,0,1,0,1,0,0,1,2.75,0.2111111111111111,0.13333333333333333,1
56,6,0,37,5,3,0,0,0,0,2,0,0,0,1,4,0,0,0,0,0,2.585,0.05357142857142857,0.19642857142857142,0
21,5,5,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1.9219,0.047619047619047616,0.23809523809523808,1
42,13,22,0,4,0,0,0,0,0,5,0,10,1,0,0,0,0,0,0,1,2.7193,0.23809523809523808,0.23809523809523808,1
29,4,0,12,4,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,2.0,0.034482758620689655,0.2413793103448276,0
26,10,0,3,2,0,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,2.5219,0.0,0.19230769230769232,0
51,12,0,26,3,3,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,3.2516,0.0,0.17647058823529413,0
